# ROADMAP_CURRENT_DIGEST

## Current Context

| id | active_target_id | active_module_id | active_task_id | active_diagnostic_id | current_focus | next_action | blocker | updated_at |
| --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 1 |  |  |  |  | Roadmap database. | Create target profiles and current profile state. |  | 2026-07-28 05:11:30 |

## Current Profile Ratings

| skill_cluster_id | skill_cluster_name | artifact_rating | reliability_rating | confidence_level | rating_status | evidence_summary | current_limitations | last_event_id | updated_at |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| APIS_WEB_APPS | APIs & Web Apps | 2.5 | 1.5 | low | diagnostic_pending | Evidence from FastAPI endpoints, JSON responses, Flask dashboard routes, and simple templates. | Needs endpoint explanation, debugging, and small modification diagnostic. | 1 | 2026-07-28 05:11:30 |
| BIG_DATA_DATA_LAKE | Big Data & Data Lake | 0.0 | 0.0 | low | not_started | No accepted evidence yet. | Needs PySpark, Parquet, partitioning, and data lake layer evidence if this branch becomes active. | 2 | 2026-07-28 05:11:30 |
| BUSINESS_ANALYSIS | Business Analysis | 2.0 | 1.5 | low | diagnostic_pending | Evidence from basic report interpretation and metric summaries. | Needs stronger KPI interpretation, stakeholder-style questions, and business-rule translation. | 3 | 2026-07-28 05:11:30 |
| CLOUD_DATA_PLATFORMS | Cloud Data Platforms | 0.0 | 0.0 | low | not_started | No accepted evidence yet. | Needs cloud storage/database/warehouse basics if this branch becomes active. | 4 | 2026-07-28 05:11:30 |
| CONTAINERS_CI_CD | Containers & CI/CD | 2.0 | 1.0 | low | diagnostic_pending | Evidence from Dockerfile, Docker Compose, and project containerization exposure. | Needs container build/run/debug and simple CI validation evidence. | 5 | 2026-07-28 05:11:30 |
| DATA_MODELING | Data Modeling | 2.5 | 1.5 | low | diagnostic_pending | Evidence from relational schema creation, primary keys, foreign keys, product/customer/sales structure, and basic relationships. | Needs data modeling diagnostic covering grain, keys, normalization, facts/dimensions, and schema explanation. | 6 | 2026-07-28 05:11:30 |
| DATA_QUALITY | Data Quality | 3.0 | 2.0 | medium | diagnostic_pending | Evidence from invalid-value checks, missing reference checks, sale-date checks, duplicate-style validation, and synthetic-data limitations. | Needs independent data-quality diagnostic with messy data and reconciliation checks. | 7 | 2026-07-28 05:11:30 |
| DOCUMENTATION | Documentation | 3.0 | 2.5 | medium | diagnostic_pending | Evidence from README files, run instructions, project summaries, assumptions, limitations, and generated profile documents. | Needs concise project documentation rewrite and runbook diagnostic. | 8 | 2026-07-28 05:11:30 |
| ETL_PIPELINES | ETL & Data Pipelines | 3.0 | 2.0 | low | diagnostic_pending | Evidence from raw-to-table loading, CSV exports, generated data, report creation, and script-based project workflows. | Needs stronger ETL evidence: raw to bronze/silver/gold or raw to clean to report pipeline with validation and logging. | 9 | 2026-07-28 05:11:30 |
| GEOSPATIAL | Geospatial Analytics | 2.0 | 1.0 | low | diagnostic_pending | Evidence from GeoPandas loading, CRS handling, geographic merging, and Plotly choropleth mapping. | Needs independent geospatial cleanup and map explanation diagnostic. | 10 | 2026-07-28 05:11:30 |
| LINUX_SYSTEMS | Linux & Systems | 2.0 | 1.5 | low | diagnostic_pending | Evidence from Linux terminal use, project execution, shell scripts, and environment handling. | Needs practical file/process/permissions/command diagnostic. | 11 | 2026-07-28 05:11:30 |
| MATH_STATS | Math & Statistics | 2.0 | 1.0 | low | diagnostic_pending | Evidence from ML metrics exposure and ongoing math study. | Needs practical statistics diagnostic for distributions, averages, variance, correlation, hypothesis testing basics, and model evaluation. | 12 | 2026-07-28 05:11:30 |
| ML | Machine Learning | 2.5 | 1.5 | low | diagnostic_pending | Evidence from scikit-learn classifier workflow, train/test split, metrics, confusion matrix, prediction probability, and joblib model persistence. | Needs ML concept diagnostic focused on leakage, metrics, train/test split, and interpretation. | 13 | 2026-07-28 05:11:30 |
| MLOPS | ML Operations | 1.0 | 0.5 | low | not_started | Minimal evidence from joblib model persistence and Docker exposure. | Needs model packaging, inference API, reproducibility, and monitoring basics if ML branch becomes active. | 14 | 2026-07-28 05:11:30 |
| NETWORKING_SECURITY | Networking & Security Basics | 0.5 | 0.0 | low | not_started | Minimal indirect exposure through APIs and local services. | Needs HTTP, ports, environment variables, secrets, IAM/security basics if cloud branch becomes active. | 15 | 2026-07-28 05:11:30 |
| PROJECT_REASONING | Project Reasoning | 3.0 | 2.0 | medium | diagnostic_pending | Evidence from multiple project artifacts and ability to discuss file roles, data flow, and project limitations. | Needs direct project explanation diagnostic using the commerce pipeline or another selected project. | 16 | 2026-07-28 05:11:30 |
| PYTHON_DATA_WORK | Python Data Work | 3.5 | 2.5 | medium | diagnostic_pending | Evidence from Python scripts for data generation, CSV handling, pandas workflows, exports, and project automation. | Needs independent pandas/Python diagnostic without full solution scaffolding. | 17 | 2026-07-28 05:11:30 |
| REPORTING | Reporting & BI | 3.0 | 2.5 | medium | diagnostic_pending | Evidence from CSV reports, revenue summaries, charts, and written observations. | Needs stronger spreadsheet/BI reporting diagnostic with pivot tables, charts, and metric interpretation. | 18 | 2026-07-28 05:11:30 |
| SQL_DATABASES | SQL & Databases | 3.0 | 2.0 | medium | diagnostic_pending | Evidence from PostgreSQL/SQLite projects, schema creation, joins, aggregations, report queries, and quality checks. | Needs independent SQL diagnostic covering joins, aggregation, CTEs, date grouping, validation queries, and query explanation. | 19 | 2026-07-28 05:11:30 |
| SYNTHETIC_DATA | Synthetic Data | 3.0 | 2.0 | medium | diagnostic_pending | Evidence from synthetic customers, sales, monitoring records, student records, dropout simulation, and weighted sampling. | Needs clearer documentation of assumptions, distributions, and limitations. | 20 | 2026-07-28 05:11:30 |
| TESTING_DEBUGGING | Testing & Debugging | 2.0 | 1.0 | low | diagnostic_pending | Evidence from some error handling, validation checks, connection checks, and project debugging. | Needs explicit tests, debugging notes, error tracing, and regression checks. | 21 | 2026-07-28 05:11:30 |
| VISUALIZATION | Data Visualization | 2.5 | 1.5 | low | diagnostic_pending | Evidence from matplotlib charts and Plotly geospatial visualizations. | Needs chart selection, chart interpretation, and dashboard-style reporting practice. | 22 | 2026-07-28 05:11:30 |
| WORKFLOW_TOOLS | Workflow Tools | 2.5 | 1.5 | low | diagnostic_pending | Evidence from GitHub project organization, Docker Compose, Dockerfile exposure, Linux terminal usage, requirements files, and run scripts. | Needs terminal/Git/Docker workflow diagnostic. | 23 | 2026-07-28 05:11:30 |

## Evaluation History

_No rows._

## Evaluation Skill Results

_No rows._

## Targets

| id | name | status |
| --- | --- | --- |
| ai_ml_engineer | AI / ML Engineer | active |
| analytics_engineer | Analytics Engineer | active |
| cloud_engineer | Cloud Engineer | active |
| data_analyst_bi | Data Analyst / BI Analyst | active |
| data_engineer | Data Engineer | active |
| data_scientist | Data Scientist | active |
| strong_data_specialist_core | Strong Data Specialist Core | active |

## Target Thresholds

| target_id | skill_cluster_id | target_reliability | priority |
| --- | --- | --- | --- |
| ai_ml_engineer | APIS_WEB_APPS | 5.0 | core |
| ai_ml_engineer | BIG_DATA_DATA_LAKE | 4.0 | secondary |
| ai_ml_engineer | BUSINESS_ANALYSIS | 4.0 | secondary |
| ai_ml_engineer | CLOUD_DATA_PLATFORMS | 5.0 | core |
| ai_ml_engineer | CONTAINERS_CI_CD | 5.0 | core |
| ai_ml_engineer | DATA_MODELING | 4.0 | secondary |
| ai_ml_engineer | DATA_QUALITY | 5.0 | core |
| ai_ml_engineer | DOCUMENTATION | 5.0 | core |
| ai_ml_engineer | ETL_PIPELINES | 4.0 | secondary |
| ai_ml_engineer | GEOSPATIAL | 2.0 | later |
| ai_ml_engineer | LINUX_SYSTEMS | 4.0 | secondary |
| ai_ml_engineer | MATH_STATS | 5.0 | core |
| ai_ml_engineer | ML | 6.0 | core |
| ai_ml_engineer | MLOPS | 6.0 | core |
| ai_ml_engineer | NETWORKING_SECURITY | 3.0 | secondary |
| ai_ml_engineer | PROJECT_REASONING | 6.0 | core |
| ai_ml_engineer | PYTHON_DATA_WORK | 6.0 | core |
| ai_ml_engineer | REPORTING | 3.0 | secondary |
| ai_ml_engineer | SQL_DATABASES | 4.0 | secondary |
| ai_ml_engineer | SYNTHETIC_DATA | 5.0 | secondary |
| ai_ml_engineer | TESTING_DEBUGGING | 6.0 | core |
| ai_ml_engineer | VISUALIZATION | 4.0 | secondary |
| ai_ml_engineer | WORKFLOW_TOOLS | 5.0 | core |
| analytics_engineer | APIS_WEB_APPS | 3.0 | secondary |
| analytics_engineer | BIG_DATA_DATA_LAKE | 4.0 | secondary |
| analytics_engineer | BUSINESS_ANALYSIS | 5.0 | core |
| analytics_engineer | CLOUD_DATA_PLATFORMS | 4.0 | secondary |
| analytics_engineer | CONTAINERS_CI_CD | 4.0 | secondary |
| analytics_engineer | DATA_MODELING | 7.0 | core |
| analytics_engineer | DATA_QUALITY | 6.0 | core |
| analytics_engineer | DOCUMENTATION | 6.0 | core |
| analytics_engineer | ETL_PIPELINES | 6.0 | core |
| analytics_engineer | GEOSPATIAL | 2.0 | later |
| analytics_engineer | LINUX_SYSTEMS | 4.0 | secondary |
| analytics_engineer | MATH_STATS | 3.0 | secondary |
| analytics_engineer | ML | 3.0 | secondary |
| analytics_engineer | MLOPS | 2.0 | later |
| analytics_engineer | NETWORKING_SECURITY | 2.0 | later |
| analytics_engineer | PROJECT_REASONING | 6.0 | core |
| analytics_engineer | PYTHON_DATA_WORK | 5.0 | core |
| analytics_engineer | REPORTING | 5.0 | core |
| analytics_engineer | SQL_DATABASES | 7.0 | core |
| analytics_engineer | SYNTHETIC_DATA | 4.0 | secondary |
| analytics_engineer | TESTING_DEBUGGING | 5.0 | core |
| analytics_engineer | VISUALIZATION | 4.0 | secondary |
| analytics_engineer | WORKFLOW_TOOLS | 5.0 | core |
| cloud_engineer | APIS_WEB_APPS | 3.0 | secondary |
| cloud_engineer | BIG_DATA_DATA_LAKE | 3.0 | secondary |
| cloud_engineer | BUSINESS_ANALYSIS | 3.0 | secondary |
| cloud_engineer | CLOUD_DATA_PLATFORMS | 7.0 | core |
| cloud_engineer | CONTAINERS_CI_CD | 6.0 | core |
| cloud_engineer | DATA_MODELING | 3.0 | secondary |
| cloud_engineer | DATA_QUALITY | 4.0 | secondary |
| cloud_engineer | DOCUMENTATION | 5.0 | core |
| cloud_engineer | ETL_PIPELINES | 4.0 | secondary |
| cloud_engineer | GEOSPATIAL | 0.0 | later |
| cloud_engineer | LINUX_SYSTEMS | 6.0 | core |
| cloud_engineer | MATH_STATS | 1.0 | later |
| cloud_engineer | ML | 2.0 | later |
| cloud_engineer | MLOPS | 4.0 | secondary |
| cloud_engineer | NETWORKING_SECURITY | 6.0 | core |
| cloud_engineer | PROJECT_REASONING | 6.0 | core |
| cloud_engineer | PYTHON_DATA_WORK | 4.0 | secondary |
| cloud_engineer | REPORTING | 2.0 | later |
| cloud_engineer | SQL_DATABASES | 3.0 | secondary |
| cloud_engineer | SYNTHETIC_DATA | 2.0 | later |
| cloud_engineer | TESTING_DEBUGGING | 6.0 | core |
| cloud_engineer | VISUALIZATION | 2.0 | later |
| cloud_engineer | WORKFLOW_TOOLS | 6.0 | core |
| data_analyst_bi | APIS_WEB_APPS | 2.0 | later |
| data_analyst_bi | BIG_DATA_DATA_LAKE | 1.0 | later |
| data_analyst_bi | BUSINESS_ANALYSIS | 6.0 | core |
| data_analyst_bi | CLOUD_DATA_PLATFORMS | 2.0 | later |
| data_analyst_bi | CONTAINERS_CI_CD | 1.0 | later |
| data_analyst_bi | DATA_MODELING | 4.0 | secondary |
| data_analyst_bi | DATA_QUALITY | 5.0 | core |
| data_analyst_bi | DOCUMENTATION | 4.0 | core |
| data_analyst_bi | ETL_PIPELINES | 3.0 | secondary |
| data_analyst_bi | GEOSPATIAL | 2.0 | later |
| data_analyst_bi | LINUX_SYSTEMS | 2.0 | later |
| data_analyst_bi | MATH_STATS | 4.0 | secondary |
| data_analyst_bi | ML | 2.0 | later |
| data_analyst_bi | MLOPS | 0.0 | later |
| data_analyst_bi | NETWORKING_SECURITY | 1.0 | later |
| data_analyst_bi | PROJECT_REASONING | 5.0 | core |
| data_analyst_bi | PYTHON_DATA_WORK | 4.0 | secondary |
| data_analyst_bi | REPORTING | 6.0 | core |
| data_analyst_bi | SQL_DATABASES | 6.0 | core |
| data_analyst_bi | SYNTHETIC_DATA | 3.0 | secondary |
| data_analyst_bi | TESTING_DEBUGGING | 3.0 | secondary |
| data_analyst_bi | VISUALIZATION | 6.0 | core |
| data_analyst_bi | WORKFLOW_TOOLS | 3.0 | secondary |
| data_engineer | APIS_WEB_APPS | 4.0 | secondary |
| data_engineer | BIG_DATA_DATA_LAKE | 6.0 | core |
| data_engineer | BUSINESS_ANALYSIS | 4.0 | secondary |
| data_engineer | CLOUD_DATA_PLATFORMS | 5.0 | core |
| data_engineer | CONTAINERS_CI_CD | 5.0 | core |
| data_engineer | DATA_MODELING | 6.0 | core |
| data_engineer | DATA_QUALITY | 6.0 | core |
| data_engineer | DOCUMENTATION | 5.0 | core |
| data_engineer | ETL_PIPELINES | 7.0 | core |
| data_engineer | GEOSPATIAL | 2.0 | later |
| data_engineer | LINUX_SYSTEMS | 5.0 | core |
| data_engineer | MATH_STATS | 2.0 | later |
| data_engineer | ML | 2.0 | later |
| data_engineer | MLOPS | 3.0 | secondary |
| data_engineer | NETWORKING_SECURITY | 3.0 | secondary |
| data_engineer | PROJECT_REASONING | 6.0 | core |
| data_engineer | PYTHON_DATA_WORK | 6.0 | core |
| data_engineer | REPORTING | 3.0 | secondary |
| data_engineer | SQL_DATABASES | 6.0 | core |
| data_engineer | SYNTHETIC_DATA | 4.0 | secondary |
| data_engineer | TESTING_DEBUGGING | 6.0 | core |
